acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z,timestamp,label
-2.821138,-5.199604,-10.585848,150.360001,-13.65,-8.26,1729418570244.0,0.0
-4.754539,-0.918844,-8.334201,18.549999,68.739998,23.870001,1729418570248.0,0.0
-3.929015,-5.469993,-10.487741,-54.950001,17.290001,42.420002,1729418570248.0,0.0
0.691526,-6.156733,-11.203196,-63.560001,-68.040001,45.920002,1729418570252.0,0.0
3.227918,-7.91785,-10.664811,7.49,-86.800003,54.670002,1729418570273.0,0.0
4.261617,-11.162518,-6.908078,88.059998,-98.910004,39.060001,1729418570292.0,0.0
2.584249,-9.29133,-4.070191,52.920002,4.48,-1.19,1729418570311.0,0.0
-0.677169,-5.898308,-4.063013,-6.02,42.139999,-52.5,1729418570332.0,0.0
-2.342573,-2.438286,-5.682954,-29.26,-18.690001,-70.139999,1729418570352.0,0.0
-2.59382,-0.351745,-8.51127,-63.0,-50.82,-65.590004,1729418570372.0,0.0
-0.181855,-2.28036,-11.557333,-8.12,-93.379997,-59.290001,1729418570392.0,0.0
1.021735,-1.258625,-11.145767,51.52,-66.080002,3.08,1729418570411.0,0.0
0.124427,-0.177069,-13.019348,19.460001,-7.42,41.02,1729418570431.0,0.0
-2.251646,-5.173282,-15.809379,-62.299999,47.110001,43.259998,1729418570453.0,0.0
-1.29691,-8.408379,-14.086546,-51.73,52.080002,47.389999,1729418570471.0,0.0
0.691526,-9.542577,-10.724631,36.68,25.969999,60.760002,1729418570491.0,0.0
1.282553,-10.124033,-6.740582,79.169998,32.41,33.25,1729418570512.0,0.0
-0.320638,-9.899107,-2.239682,78.120003,52.009998,-18.969999,1729418570531.0,0.0
-1.596013,-6.903293,-3.725625,42.630001,32.34,-71.120003,1729418570552.0,0.0
-2.842674,-4.041477,-2.821138,17.43,0.28,-77.840004,1729418570573.0,0.0
-2.924029,0.344566,-6.843473,16.1,-25.969999,-76.93,1729418570591.0,0.0
-1.239482,3.352344,-10.315458,32.060001,-61.459999,-46.549999,1729418570611.0,0.0
0.504886,2.452643,-8.489735,-14.35,-86.870003,1.19,1729418570632.0,0.0
-1.143769,-3.139383,-9.353544,-34.439999,-27.23,26.32,1729418570652.0,0.0
-4.658825,-5.17089,-14.510076,-98.910004,60.830002,40.740002,1729418570672.0,0.0
-5.465207,-7.728817,-15.909878,-138.389999,53.619999,52.779999,1729418570691.0,0.0
-1.079163,-9.461221,-14.756538,-35.630001,-11.06,63.139999,1729418570711.0,0.0
2.15354,-9.62154,-9.430114,83.230003,-20.860001,82.459999,1729418570731.0,0.0
2.261217,-10.499706,-6.228518,105.840004,18.34,48.790001,1729418570754.0,0.0
0.445065,-10.765309,-1.636691,57.189999,60.830002,-18.969999,1729418570773.0,0.0
-1.569692,-10.710274,-2.273181,26.389999,26.460001,-58.66,1729418570791.0,0.0
-2.0004,-2.663212,-4.766503,38.080002,-38.080002,-91.489998,1729418570812.0,0.0
-1.756332,4.448257,-9.999605,12.67,-72.379997,-87.43,1729418570831.0,0.0
-1.0002,7.786245,-10.916058,-2.8,-107.099998,-61.110001,1729418570853.0,0.0
-2.347359,1.550549,-10.380065,-31.08,-55.369999,-4.34,1729418570874.0,0.0
-5.807381,-4.871787,-16.039089,-89.669998,59.920002,34.16,1729418570891.0,0.0
-6.565905,-7.161718,-12.447463,-155.399994,62.720001,49.209999,1729418570911.0,0.0
-2.184647,-10.382458,-10.188639,-67.199997,-12.74,64.68,1729418570934.0,0.0
2.210968,-10.265208,-9.626326,25.34,-62.09,79.239998,1729418570954.0,0.0
3.835695,-9.413363,-8.889337,70.910004,-38.009998,62.23,1729418570972.0,0.0
1.299303,-10.628918,-3.534199,78.540001,52.220001,16.379999,1729418570992.0,0.0
-2.127219,-9.958927,-5.943772,35.0,71.75,-20.58,1729418571011.0,0.0
-2.847459,-7.178468,-5.180461,51.939999,29.68,-48.299999,1729418571030.0,0.0
-2.813959,-1.897508,-7.405786,22.75,1.12,-47.880001,1729418571054.0,0.0
-2.368894,1.634298,-7.802995,12.46,-28.700001,-50.119999,1729418571072.0,0.0
-1.105484,4.505685,-8.439486,2.94,-42.98,-22.26,1729418571091.0,0.0
