acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z,timestamp,label
-2.947958,-7.23111,2.072184,158.270004,-4.27,35.91,1729421060955.0,0.0
-2.124826,-7.042077,2.029114,159.809998,9.24,52.009998,1729421060962.0,0.0
-2.435893,-7.13779,1.548156,166.949997,37.240002,68.040001,1729421060962.0,0.0
-3.402594,-10.779665,3.54377,201.740005,72.449997,87.010002,1729421060963.0,0.0
-5.575277,-8.178668,0.526421,252.0,82.040001,102.129997,1729421060980.0,0.0
-8.729016,-6.565905,30.005997,281.470001,103.110001,82.949997,1729421061003.0,0.0
-5.642276,-0.794417,1.72044,99.889999,7.91,72.730003,1729421061020.0,0.0
-8.992228,-5.67099,-1.61037,-99.889999,51.869999,69.440002,1729421061041.0,0.0
-16.429121,-10.406385,6.053841,-27.719999,59.360001,68.739998,1729421061060.0,0.0
-10.145569,-11.078769,4.826324,-59.990002,-13.23,-37.939999,1729421061080.0,0.0
-5.575277,-8.51127,4.292724,-31.219999,-34.16,-52.849998,1729421061102.0,0.0
-5.508278,-6.089733,4.101298,-19.6,-21.35,-58.170002,1729421061120.0,0.0
-4.752146,-6.56112,3.369094,-58.869999,-17.85,-63.209999,1729421061140.0,0.0
-3.737589,-7.73121,3.072384,-63.98,-11.97,-61.459999,1729421061160.0,0.0
-3.512664,-7.9011,3.433701,-11.27,0.28,-50.75,1729421061180.0,0.0
-3.787838,-5.788238,4.079762,45.080002,11.48,-34.16,1729421061201.0,0.0
-3.342773,-5.946165,6.18784,57.189999,13.86,-24.43,1729421061219.0,0.0
-3.718446,-6.465407,9.001799,26.040001,16.52,-20.790001,1729421061240.0,0.0
-4.642076,-7.597212,5.278566,5.53,16.73,-25.549999,1729421061259.0,0.0
-2.237289,-10.174281,2.864209,22.469999,10.5,-11.06,1729421061280.0,0.0
-5.07757,-10.482956,7.161718,91.279999,55.369999,-7.21,1729421061301.0,0.0
-11.004591,0.502493,11.033305,71.260002,60.130001,-41.439999,1729421061320.0,0.0
-0.622134,-2.464607,1.74676,51.799999,-47.529999,17.710001,1729421061340.0,0.0
-7.302894,-2.79721,2.088934,-83.230003,48.860001,-16.940001,1729421061360.0,0.0
-12.064612,-9.992428,5.788238,-68.879997,33.32,0.14,1729421061379.0,0.0
-7.889136,-12.466606,4.742575,-91.769997,-14.91,-83.790001,1729421061401.0,0.0
-3.737589,-10.595419,4.371687,-45.709999,-27.51,-91.419998,1729421061420.0,0.0
-3.629912,-8.925228,5.572884,-11.41,-14.0,-95.480003,1729421061440.0,0.0
-3.448057,-8.183454,6.123233,-48.439999,-13.79,-101.43,1729421061469.0,0.0
-2.864209,-8.721838,5.391029,-97.019997,-19.950001,-100.730003,1729421061481.0,0.0
-2.610569,-8.939585,4.287938,-110.809998,-21.49,-97.93,1729421061501.0,0.0
-2.505285,-8.925228,3.414558,-116.059998,-15.4,-99.400002,1729421061522.0,0.0
-2.024328,-9.209974,2.684747,-115.989998,-9.03,-97.93,1729421061540.0,0.0
-1.639083,-8.999406,2.438286,-113.610001,0.42,-92.400002,1729421061559.0,0.0
-1.28016,-8.52802,1.880759,-129.149994,8.61,-86.730003,1729421061580.0,0.0
-1.179662,-8.386844,1.119841,-150.220001,13.86,-77.629997,1729421061604.0,0.0
-1.37348,-8.853443,0.394816,-159.389999,19.6,-66.360001,1729421061619.0,0.0
-1.514657,-9.260223,-0.102891,-155.820007,27.58,-57.330002,1729421061640.0,0.0
-1.478764,-9.229117,-0.48335,-158.759995,33.950001,-50.68,1729421061661.0,0.0
-1.679761,-9.080762,-1.201197,-163.729996,36.610001,-47.740002,1729421061680.0,0.0
-2.206182,-9.171689,-1.749153,-156.660004,40.670002,-40.529999,1729421061701.0,0.0
-2.553142,-9.250652,-2.045863,-147.699997,41.299999,-33.599998,1729421061720.0,0.0
-2.395216,-8.920443,-2.313859,-146.580002,37.52,-30.17,1729421061739.0,0.0
-2.299503,-9.406186,-2.557927,-133.699997,35.560001,-24.92,1729421061760.0,0.0
-2.493321,-9.300901,-2.78046,-123.830002,38.57,-19.18,1729421061780.0,0.0
-2.622534,-9.281759,-2.868994,-105.07,40.389999,-13.23,1729421061800.0,0.0
-2.361716,-9.016156,-2.502892,-77.279999,35.490002,-6.79,1729421061819.0,0.0
-2.122434,-8.793623,-2.438286,-50.889999,30.17,-2.24,1729421061839.0,0.0
-2.411965,-8.441878,-2.447858,-38.920002,28.07,0.91,1729421061859.0,0.0
-2.56032,-7.812566,-2.242075,-32.549999,20.93,7.07,1729421061879.0,0.0
-2.87378,-8.066205,-4.192225,-37.380001,12.67,11.06,1729421061901.0,0.0
-2.689533,-8.128418,-2.804388,-41.23,7.42,13.86,1729421061919.0,0.0
-2.672783,-9.059227,-3.275774,-28.0,0.77,15.47,1729421061939.0,0.0
-2.328217,-9.056834,-3.562913,-10.43,-1.75,12.46,1729421061967.0,0.0
-2.354537,-8.664411,-3.395415,1.47,-1.26,10.71,1729421061981.0,0.0
-2.720639,-8.310273,-3.306881,-4.48,0.28,9.24,1729421062001.0,0.0
-2.584249,-8.776874,-3.555735,-18.690001,-2.59,9.45,1729421062020.0,0.0
-2.139183,-9.073583,-3.871587,-25.200001,-3.85,7.0,1729421062039.0,0.0
-2.091327,-8.786445,-3.881158,-17.08,-1.82,6.37,1729421062059.0,0.0
-2.679961,-8.181061,-3.404987,-6.3,-1.47,5.39,1729421062080.0,0.0
-2.821138,-8.79123,-4.019942,-11.48,-4.48,0.49,1729421062102.0,0.0
-2.045863,-9.626326,-4.704289,-15.68,-7.35,-2.1,1729421062120.0,0.0
-1.251446,-9.786645,-4.661219,-1.4,-3.43,-4.2,1729421062140.0,0.0
-1.849652,-9.403792,-4.555934,-0.49,5.88,-6.16,1729421062160.0,0.0
-1.651048,-8.788837,-4.232903,-7.56,5.18,-5.67,1729421062180.0,0.0
-1.299303,-9.437292,-4.931608,-12.39,0.98,-8.96,1729421062201.0,0.0
-1.732404,-9.164511,-5.089533,-11.06,3.85,-10.29,1729421062220.0,0.0
-1.201197,-9.674182,-4.843073,-3.71,4.48,-14.63,1729421062240.0,0.0
-1.014557,-8.504091,-4.567898,5.39,7.21,-16.309999,1729421062260.0,0.0
-1.371087,-7.879565,-4.299902,-4.27,7.84,-12.32,1729421062281.0,0.0
-1.366302,-8.62134,-4.445865,-23.52,4.69,-9.17,1729421062307.0,0.0
-1.069592,-8.513663,-4.792823,-23.450001,0.21,-9.59,1729421062324.0,0.0
-1.086342,-8.288737,-4.749753,-18.48,-0.14,-8.05,1729421062341.0,0.0
-1.182054,-8.784052,-4.867002,-17.99,0.21,-5.95,1729421062361.0,0.0
-1.361516,-8.590233,-4.979464,-19.809999,0.49,-8.05,1729421062382.0,0.0
