acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z,timestamp,label
-1.895115,-3.189633,-9.044869,-40.25,-7.28,-24.360001,1729419674182.0,0.0
-2.196611,-2.864209,-9.269794,-37.869999,-3.99,-22.120001,1729419674189.0,0.0
-2.667997,-2.545963,-8.614161,-30.380001,-0.21,-11.34,1729419674194.0,0.0
-3.07717,-2.096112,-8.611769,-21.280001,-6.86,0.49,1729419674195.0,0.0
-3.18724,-2.249253,-8.733803,-38.639999,-7.28,6.93,1729419674212.0,0.0
-3.306881,-2.096112,-8.590233,-23.799999,-14.35,15.54,1729419674231.0,0.0
-3.158526,-3.634698,-10.528419,19.530001,-15.96,19.32,1729419674250.0,0.0
-3.242275,-2.677568,-9.394222,32.970001,-5.53,16.940001,1729419674270.0,0.0
-3.845266,-2.127219,-8.394022,4.34,1.19,13.72,1729419674290.0,0.0
-4.072584,-2.847459,-8.025528,-27.93,-5.04,4.97,1729419674312.0,0.0
-4.261617,-3.002992,-6.929615,-41.93,-13.86,3.36,1729419674331.0,0.0
-4.292724,-3.838088,-8.989835,-26.110001,-26.389999,4.13,1729419674350.0,0.0
-3.783052,-3.352344,-9.607183,-10.92,-29.33,4.69,1729419674370.0,0.0
-3.955336,-2.586641,-9.413363,-18.83,-20.370001,5.81,1729419674390.0,0.0
-4.228118,-3.469593,-8.992228,-38.57,-13.23,3.64,1729419674411.0,0.0
-3.756732,-4.546363,-9.970891,-37.310001,-19.6,1.68,1729419674431.0,0.0
-2.974278,-4.216154,-10.595419,-5.95,-23.450001,0.77,1729419674450.0,0.0
-3.385844,-3.948158,-10.411172,18.200001,-8.68,-3.78,1729419674470.0,0.0
-3.809374,-2.964707,-8.85105,18.549999,6.23,-14.7,1729419674491.0,0.0
-3.677768,-2.56032,-8.530413,19.67,-3.43,-13.58,1729419674511.0,0.0
-3.361916,-3.352344,-8.666803,14.07,-7.49,-18.34,1729419674531.0,0.0
-3.421736,-2.993421,-8.334201,12.53,0.35,-22.4,1729419674550.0,0.0
-3.634698,-3.184847,-7.379465,36.75,3.78,-14.0,1729419674570.0,0.0
-3.175276,-2.660819,-8.860621,72.379997,-9.87,-6.02,1729419674590.0,0.0
-3.074777,-1.162912,-8.396415,80.989998,-10.71,10.64,1729419674612.0,0.0
-3.369094,-1.40698,-7.745567,53.900002,-3.85,16.379999,1729419674630.0,0.0
-3.783052,-2.242075,-7.566105,29.26,-3.57,17.710001,1729419674650.0,0.0
-4.051049,-2.378466,-9.375079,31.219999,-12.32,23.24,1729419674670.0,0.0
-4.558327,-2.368894,-9.408579,8.96,-9.52,28.42,1729419674691.0,0.0
