acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z,timestamp,label
-5.867201,3.117848,-9.437292,-105.07,-105.840004,-1.05,1729428074988.0,0.0
-5.419744,3.529413,-14.184652,-283.360016,-117.529999,20.299999,1729428074988.0,0.0
-4.488935,-13.043276,-19.063618,-168.979996,-107.520004,-2.31,1729428074988.0,0.0
-5.989235,-3.850052,-13.789837,66.360001,-59.290001,-50.68,1729428075002.0,0.0
-9.128618,6.005985,-6.022735,43.959999,-26.6,-27.02,1729428075021.0,0.0
-6.551548,-1.043271,-11.023734,25.969999,-23.870001,26.950001,1729428075041.0,0.0
-3.878766,-2.081756,-10.076177,71.610001,-20.719999,12.25,1729428075061.0,0.0
-3.275774,-3.622734,-12.167502,66.43,-14.35,2.45,1729428075082.0,0.0
-5.32403,-6.62094,-15.263817,71.959999,11.76,-17.15,1729428075103.0,0.0
-5.972485,-5.888737,-14.534004,145.25,46.689999,-44.380001,1729428075121.0,0.0
-4.055835,-0.42353,-13.976478,260.26001,62.16,-59.57,1729428075141.0,0.0
-4.575077,4.455436,-9.142976,310.799988,76.019997,-52.990002,1729428075161.0,0.0
-6.762117,6.570691,0.100499,191.169998,66.919998,-1.19,1729428075182.0,0.0
-6.551548,-4.646862,-3.182454,-61.32,45.5,-12.11,1729428075201.0,0.0
-5.970093,-3.962514,-18.190239,-157.360001,36.540001,-31.639999,1729428075221.0,0.0
-0.887737,-12.94517,-21.879971,165.059998,17.92,-25.41,1729428075241.0,0.0
-3.5007,-2.206182,-1.887937,678.720032,107.800003,15.33,1729428075261.0,0.0
-9.018548,0.007178,3.797409,625.169983,144.550003,61.110001,1729428075282.0,0.0
-3.921836,-8.867801,-6.089733,-81.269997,12.6,-49.420002,1729428075302.0,0.0
-1.847259,-10.748559,-9.085547,-68.25,25.41,-29.889999,1729428075321.0,0.0
-2.98385,-9.506684,-6.185446,114.940002,58.029999,-9.52,1729428075341.0,0.0
-2.256432,-6.405586,-3.448057,226.660004,55.439999,-16.24,1729428075361.0,0.0
-2.299503,-6.297909,-2.423929,225.119995,38.709999,-8.19,1729428075382.0,0.0
-2.11047,-8.889337,-3.572484,200.479996,-0.63,-7.0,1729428075402.0,0.0
-3.574877,-9.750752,-4.766503,244.089996,2.8,5.46,1729428075421.0,0.0
-2.828316,-10.143176,-3.639483,377.299988,15.05,4.2,1729428075441.0,0.0
-3.795017,-7.453642,-0.078963,476.420013,57.049999,-0.49,1729428075461.0,0.0
-4.206582,-7.348359,1.837688,458.080017,53.970001,-6.65,1729428075482.0,0.0
-4.496114,-8.52802,3.024528,382.059998,48.16,-3.01,1729428075503.0,0.0
-2.433501,-9.74836,1.911865,355.73999,44.099998,-14.0,1729428075522.0,0.0
-2.39043,-7.178468,4.902894,348.670013,65.870003,-11.69,1729428075541.0,0.0
-3.125026,-6.075377,6.470192,280.209991,55.93,-14.49,1729428075560.0,0.0
-2.818745,-5.381458,7.405786,194.669998,42.630001,-15.05,1729428075583.0,0.0
-3.139383,-7.252645,6.285945,100.590004,17.639999,-5.53,1729428075602.0,0.0
-2.641676,-9.300901,3.491128,56.84,3.5,-3.22,1729428075621.0,0.0
-2.63689,-7.410572,4.957928,98.840004,23.870001,-9.66,1729428075641.0,0.0
-3.632305,-5.103891,7.159326,109.480003,31.08,-16.940001,1729428075663.0,0.0
-3.337988,-5.304887,7.094719,63.630001,19.74,-18.34,1729428075684.0,0.0
-3.534199,-6.283553,6.089733,5.67,7.98,-15.47,1729428075704.0,0.0
-2.85703,-7.259824,5.558527,-6.09,3.85,-15.61,1729428075722.0,0.0
-3.227918,-6.826723,5.757132,11.27,5.53,-13.3,1729428075741.0,0.0
-3.436093,-6.041877,6.570691,14.56,3.5,-10.15,1729428075761.0,0.0
-3.601198,-6.022735,6.862615,-6.23,-6.02,-5.39,1729428075783.0,0.0
-3.613162,-7.283752,5.24746,-34.790001,-17.92,-3.15,1729428075801.0,0.0
-3.366701,-7.056434,5.589634,-13.79,-12.11,-2.73,1729428075820.0,0.0
-3.838088,-5.02732,6.673582,-10.29,-0.63,-4.69,1729428075843.0,0.0
-4.132405,-6.611369,5.979663,-91.209999,-11.13,-10.64,1729428075861.0,0.0
-3.321238,-8.181061,6.54437,-136.360001,-13.23,-2.59,1729428075883.0,0.0
-3.239882,-7.463214,6.463014,-180.809998,-16.030001,-3.29,1729428075903.0,0.0
-2.435893,-5.178068,5.149354,-272.299988,-19.879999,-0.35,1729428075920.0,0.0
-2.837888,-4.756931,3.347559,-405.860016,-29.68,14.56,1729428075941.0,0.0
-3.136991,-8.169096,-0.148355,-571.200012,-53.48,36.540001,1729428075962.0,0.0
-3.251846,-8.504091,-2.383251,-600.950012,-44.380001,42.279999,1729428075985.0,0.0
-3.098706,-9.209974,-3.938586,-577.429993,-38.220001,39.200001,1729428076001.0,0.0
-4.718646,-9.339187,-4.919643,-522.200012,-34.860001,28.42,1729428076021.0,0.0
-5.649454,-9.265009,-6.51087,-434.980011,-46.130001,15.190001,1729428076043.0,0.0
-6.364908,-9.013763,-6.82433,-336.48999,-48.23,5.04,1729428076062.0,0.0
-6.338587,-7.733603,-7.252645,-260.610016,-38.849998,-8.68,1729428076082.0,0.0
-5.216353,-6.661618,-7.188039,-209.789993,-35.98,-19.809999,1729428076102.0,0.0
-4.285545,-5.405386,-6.872187,-164.850006,-29.049999,-22.75,1729428076120.0,0.0
-3.163311,-4.67079,-6.491727,-136.850006,-26.460001,-24.639999,1729428076142.0,0.0
-1.868794,-5.187639,-7.408179,-118.300003,-26.25,-31.92,1729428076160.0,0.0
-1.074377,-4.711468,-8.051848,-99.260002,-22.469999,-37.170002,1729428076184.0,0.0
-1.689333,-3.488736,-8.286345,-98.349998,-14.42,-29.610001,1729428076201.0,0.0
-2.502892,-3.531806,-8.420342,-121.239998,-10.08,-15.12,1729428076221.0,0.0
-2.790031,-3.249453,-8.439486,-132.440002,-10.36,-2.38,1729428076242.0,0.0
-2.998207,-3.39063,-9.272188,-123.480003,-9.17,5.39,1729428076262.0,0.0
-2.706282,-3.208775,-9.379865,-91.489998,-6.51,6.09,1729428076283.0,0.0
-3.620341,-2.691926,-9.250652,-22.610001,2.38,4.48,1729428076301.0,0.0
-4.058227,-2.244468,-9.169296,-32.48,7.56,3.15,1729428076320.0,0.0
-4.168297,-2.519642,-8.595018,-57.470001,6.3,6.3,1729428076342.0,0.0
-3.601198,-2.988636,-8.688338,-63.700001,0.56,8.19,1729428076362.0,0.0
-3.048456,-5.051248,-7.783852,-22.190001,-5.32,12.74,1729428076382.0,0.0
-3.335595,-7.999206,-4.460221,136.779999,-24.780001,9.8,1729428076401.0,0.0
-6.54437,-5.84088,-1.813759,233.240005,-31.92,-1.33,1729428076421.0,0.0
-5.668597,-8.539984,-12.576675,111.230003,-41.299999,-16.1,1729428076441.0,0.0
-3.84048,-4.718646,-16.47937,189.210007,-18.549999,-5.67,1729428076461.0,0.0
-5.4341,-5.438886,-12.634104,388.779999,41.509998,43.259998,1729428076482.0,0.0
-3.926622,-3.323631,-2.56032,438.059998,70.209999,33.389999,1729428076501.0,0.0
-6.331409,-4.718646,-1.964507,242.059998,51.450001,9.87,1729428076522.0,0.0
-9.025726,-18.833906,-8.037491,110.669998,-33.810001,-21.49,1729428076540.0,0.0
-6.664011,-5.54417,-9.796216,228.899994,26.74,-21.07,1729428076562.0,0.0
-13.727623,-21.707689,4.146761,205.029999,14.42,-19.460001,1729428076582.0,0.0
6.541977,-6.206983,-4.62054,717.640015,-31.57,-12.11,1729428076601.0,0.0
-19.817356,3.37388,4.151547,650.299988,147.210007,-79.029999,1729428076620.0,0.0
-1.194018,-12.476178,-6.766902,-49.84,-97.160004,-18.059999,1729428076641.0,0.0
-2.184647,-10.317852,-7.936993,45.849998,-56.349998,13.16,1729428076660.0,0.0
-12.404392,-6.23091,0.07657,131.320007,11.48,3.99,1729428076682.0,0.0
-5.742774,-4.469792,-4.989035,98.07,-6.37,-22.4,1729428076704.0,0.0
-12.129218,-9.224331,-4.182654,-2.45,68.739998,-41.439999,1729428076721.0,0.0
-7.525427,-6.489335,-3.749553,-98.840004,78.400002,-55.790001,1729428076742.0,0.0
-5.546563,-4.862216,-1.026521,-141.399994,82.389999,-43.82,1729428076760.0,0.0
1.588834,-6.13759,4.003192,-223.300003,44.450001,-31.639999,1729428076781.0,0.0
6.357729,-6.094519,7.664211,-276.5,26.6,-0.07,1729428076801.0,0.0
4.194618,-8.176274,3.574877,-314.440002,-5.11,13.440001,1729428076822.0,0.0
1.938186,-9.958927,-4.055835,-357.980011,-24.85,7.14,1729428076840.0,0.0
-0.715454,-20.432314,-7.850852,-230.089996,-60.27,-1.75,1729428076860.0,0.0
-2.143969,-4.534399,3.065206,-129.360001,-31.360001,-14.84,1729428076883.0,0.0
-2.979064,-9.174082,-6.52762,-397.73999,-88.480003,-40.389999,1729428076901.0,0.0
-1.141376,-4.845466,-8.748159,-416.220001,-91.910004,-50.610001,1729428076923.0,0.0
-6.240481,-6.218946,-2.68714,-350.209991,-71.75,-27.16,1729428076940.0,0.0
-7.771888,-5.996413,-10.767702,-209.300003,-72.029999,-17.43,1729428076960.0,0.0
-6.69751,-4.900501,-7.489535,-70.699997,-35.139999,-10.5,1729428076983.0,0.0
-5.020142,-1.179662,-4.821537,-146.020004,-44.310001,-9.8,1729428077001.0,0.0
-4.323831,1.507478,-5.513064,-223.089996,-70.279999,13.02,1729428077020.0,0.0
-4.07737,-2.864209,-11.062018,-184.940002,-83.510002,38.990002,1729428077040.0,0.0
-3.926622,-3.065206,-10.765309,-112.629997,-93.239998,25.27,1729428077061.0,0.0
-5.510671,-1.627119,-11.4353,-48.439999,-81.410004,22.75,1729428077083.0,0.0
-4.771288,-3.146562,-12.184253,-58.73,-63.07,19.67,1729428077102.0,0.0
-6.525227,-2.830709,-15.11546,7.56,-40.950001,25.969999,1729428077119.0,0.0
-8.870193,-3.795017,-10.181459,52.360001,-8.4,26.18,1729428077142.0,0.0
-7.855636,-3.814159,-9.982857,-14.49,1.19,2.87,1729428077160.0,0.0
-6.132804,-3.816552,-11.574083,-7.7,16.030001,-10.15,1729428077181.0,0.0
-6.285945,-4.443472,-13.323236,37.869999,47.670002,-13.23,1729428077202.0,0.0
-5.144568,-4.596612,-7.616355,99.889999,60.27,-34.02,1729428077221.0,0.0
-4.345366,-1.141376,1.581656,153.930008,70.349998,-51.310001,1729428077240.0,0.0
-4.098906,4.515256,-12.291929,174.229996,48.16,-19.110001,1729428077260.0,0.0
-6.01077,-8.362915,-1.45005,-20.58,51.939999,10.64,1729428077283.0,0.0
-2.486143,-24.492931,-26.909683,-7.21,37.52,-15.26,1729428077301.0,0.0
3.019742,-13.390236,-2.945565,413.839996,105.559998,-29.68,1729428077320.0,0.0
-12.641282,5.74756,5.71406,638.679993,123.129997,18.969999,1729428077340.0,0.0
-5.000999,-5.52742,-3.23031,381.709991,22.68,7.63,1729428077362.0,0.0
-3.347559,-8.176274,-3.981657,373.450012,34.299999,29.82,1729428077382.0,0.0
-9.365508,-5.520242,1.564906,373.589996,40.459999,39.200001,1729428077401.0,0.0
-6.183054,-5.740381,0.234497,235.339996,-4.06,0.91,1729428077420.0,0.0
-3.909872,-5.91745,-2.416751,120.68,-28.559999,-9.94,1729428077441.0,0.0
-3.60359,-6.400801,-0.768096,75.669998,-23.870001,8.96,1729428077460.0,0.0
-2.411965,-7.590034,-2.778067,1.96,-32.060001,11.55,1729428077484.0,0.0
