acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z,timestamp,label
-3.321238,-7.128219,-6.800402,-7.21,-1.26,-24.43,1729418039812.0,0.0
-3.397808,-7.74796,-7.022934,-19.040001,0.28,-32.549999,1729418039817.0,0.0
-3.503092,-7.728817,-7.295716,-34.09,6.16,-45.5,1729418039818.0,0.0
-3.278167,-7.307681,-7.56132,-41.720001,8.47,-54.32,1729418039819.0,0.0
-2.701497,-6.599405,-7.458428,-41.509998,3.15,-63.209999,1729418039830.0,0.0
-2.251646,-6.436693,-7.278966,-45.009998,4.2,-68.110001,1729418039851.0,0.0
-2.182254,-6.324231,-7.278966,-48.299999,9.73,-74.760002,1729418039870.0,0.0
-2.021935,-5.393422,-6.98465,-59.43,17.43,-82.18,1729418039891.0,0.0
-2.062613,-4.742575,-7.278966,-85.610001,20.02,-84.980003,1729418039911.0,0.0
-2.033899,-4.766503,-7.695317,-116.129997,15.26,-87.849998,1729418039930.0,0.0
-1.871187,-4.804788,-7.489535,-131.740005,7.98,-82.949997,1729418039950.0,0.0
-1.526621,-4.948357,-7.858029,-116.480003,7.77,-75.25,1729418039971.0,0.0
-1.572084,-4.529613,-8.245667,-100.519997,14.49,-71.400002,1729418039991.0,0.0
-1.440479,-3.57727,-9.868,-73.360001,24.290001,-64.959999,1729418040014.0,0.0
-1.208375,-3.218346,-9.391829,-0.91,32.34,-39.48,1729418040030.0,0.0
-1.770689,-2.691926,-7.235896,40.040001,50.119999,-17.639999,1729418040050.0,0.0
-4.177868,-3.163311,0.059821,-23.870001,42.77,-19.74,1729418040070.0,0.0
-3.443272,-5.769095,-7.283752,-73.919998,19.25,-40.599998,1729418040092.0,0.0
-1.600798,-4.070191,-9.509077,-68.040001,-35.560001,-29.82,1729418040111.0,0.0
0.425922,-2.648855,-10.107283,-95.059998,-55.510002,-24.780001,1729418040130.0,0.0
1.584049,-4.352544,-12.966705,-59.5,-45.360001,-12.74,1729418040150.0,0.0
1.799403,-3.055635,-11.483156,-50.189999,-33.740002,-8.61,1729418040171.0,0.0
0.882952,-5.553742,-11.282159,-71.260002,-10.5,-12.46,1729418040192.0,0.0
0.945165,-7.042077,-10.547562,-43.330002,-7.91,-11.9,1729418040211.0,0.0
1.773082,-5.312066,-9.489935,10.22,-11.13,-21.77,1729418040230.0,0.0
1.194018,-3.964907,-8.757731,27.65,11.69,-23.030001,1729418040250.0,0.0
0.437887,-5.123034,-7.716853,11.06,6.79,-30.380001,1729418040271.0,0.0
1.37348,-6.089733,-8.233703,4.13,-28.42,-37.170002,1729418040292.0,0.0
1.830509,-3.285345,-9.207582,33.110001,-34.509998,-34.09,1729418040311.0,0.0
0.007178,-1.89033,-8.743374,22.889999,10.15,-37.73,1729418040330.0,0.0
-1.942972,-4.563113,-9.308081,-2.03,22.960001,-47.950001,1729418040350.0,0.0
-0.643669,-2.914458,-9.075976,-24.639999,-12.04,-58.099998,1729418040370.0,0.0
0.387637,-0.361316,-9.559326,-26.25,-27.09,-53.549999,1729418040392.0,0.0
-0.086142,0.447458,-9.293723,4.97,-3.01,-38.639999,1729418040411.0,0.0
-1.696511,1.380659,-9.784252,3.57,11.06,-21.49,1729418040430.0,0.0
-2.545963,1.335195,-10.626525,-28.559999,6.23,-10.08,1729418040451.0,0.0
-1.87358,-1.052842,-12.672389,-27.440001,-3.01,14.35,1729418040470.0,0.0
-1.536192,-4.304688,-12.825529,-29.82,9.31,24.219999,1729418040491.0,0.0
-1.706082,-8.458629,-11.102697,-20.09,15.05,25.83,1729418040512.0,0.0
0.153141,-5.948557,-9.54497,38.290001,0.42,35.84,1729418040530.0,0.0
0.425922,-4.945964,-10.133603,61.740002,11.97,25.27,1729418040551.0,0.0
-0.16989,-5.359922,-10.679168,54.459999,32.27,24.360001,1729418040570.0,0.0
0.624527,-4.699504,-8.348558,47.459999,10.22,13.37,1729418040591.0,0.0
0.375673,-7.188039,-6.955935,59.43,13.65,7.14,1729418040610.0,0.0
0.557528,-4.295116,-7.563712,44.450001,4.2,-16.940001,1729418040630.0,0.0
